f1b80b6acbdb,0.00%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,72.72%,1.033GiB / 4GiB,149MB / 501kB
62ff5cd784ca,0.06%,164.7MiB / 5GiB,77.9kB / 81.5kB
687dcfdbd41b,0.06%,31.83MiB / 4GiB,48.6MB / 765kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 558kB
c050eff10e05,0.00%,41.84MiB / 4GiB,961kB / 48.7MB
132c931102ce,0.03%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.00%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,72.72%,1.033GiB / 4GiB,149MB / 501kB
62ff5cd784ca,0.06%,164.7MiB / 5GiB,77.9kB / 81.5kB
687dcfdbd41b,0.06%,31.83MiB / 4GiB,48.6MB / 765kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 558kB
c050eff10e05,0.00%,41.84MiB / 4GiB,961kB / 48.7MB
132c931102ce,0.03%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.00%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,196.93%,1.038GiB / 4GiB,149MB / 501kB
62ff5cd784ca,6.55%,167.7MiB / 5GiB,78.4kB / 82.2kB
687dcfdbd41b,2.86%,31.83MiB / 4GiB,48.6MB / 767kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 558kB
c050eff10e05,2.53%,42.62MiB / 4GiB,963kB / 48.8MB
132c931102ce,0.03%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.24%,48.57MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,196.93%,1.038GiB / 4GiB,149MB / 501kB
62ff5cd784ca,6.55%,167.7MiB / 5GiB,78.4kB / 82.2kB
687dcfdbd41b,2.86%,31.83MiB / 4GiB,48.6MB / 767kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 558kB
c050eff10e05,2.53%,42.62MiB / 4GiB,963kB / 48.8MB
132c931102ce,0.03%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.24%,48.57MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,190.23%,1.062GiB / 4GiB,149MB / 501kB
